sequence,frame,filename,avg_magnitude,avg_direction,mii,density,dci,cpi,cri,ground_truth,normal_anomaly_score,cpi_plus_anomaly
Test003,60,060.tif,0.268102616071701,183.4727478027344,0.4675037264823913,0.0432134879268163,0.2031437754631042,0.4215157063841302,0.3697035610675812,0,0.38256486908178977,0.40983045519342803
Test003,61,061.tif,0.258641630411148,230.6865692138672,0.4437500238418579,0.0443835762152962,0.1914657950401306,0.4047901518449259,0.3845035433769226,0,0.3712130891068607,0.3947170330235063
Test003,62,062.tif,0.2551887631416321,200.1640625,0.4469664692878723,0.0447026912030635,0.157684326171875,0.3990385138656075,0.3962004482746124,0,0.38634402941559964,0.3952301685306051
Test003,63,063.tif,0.2502468526363373,207.3331298828125,0.4462180733680725,0.049648973513456,0.08226078748703,0.4150874133025481,0.4073546826839447,0,0.43181700898880016,0.4201062920084237
Test003,64,064.tif,0.2566285133361816,202.1855316162109,0.4698293805122375,0.0462716732262525,0.0828012228012085,0.4087075064262666,0.4098278880119324,0,0.4352667268278442,0.41667527254673986
Test003,65,065.tif,0.2575761973857879,206.88128662109372,0.4179103374481201,0.0472822040208488,0.2157922387123108,0.4137783373528415,0.4082804322242737,0,0.35479887645598596,0.3960844990837848
Test003,66,066.tif,0.2619387209415436,221.665283203125,0.4531899988651275,0.0502606105733432,0.2339754700660705,0.4914780094461111,0.4256179332733154,0,0.3949686813486911,0.4625252110168851
Test003,67,067.tif,0.2861121892929077,200.16458129882807,0.4827856123447418,0.0506595043080523,0.2283614873886108,0.5109595322522561,0.4480021595954895,0,0.4232266113003669,0.4846396559666893
Test003,68,068.tif,0.2699082195758819,207.69232177734372,0.4472328424453735,0.046909903201787,0.3508057594299316,0.4945681952451184,0.4638982713222503,0,0.33474755858071537,0.44662200424579745
Test003,69,069.tif,0.2623913884162903,202.70635986328125,0.4323206543922424,0.0508456547175832,0.2440174221992492,0.4765175487903078,0.4774603247642517,0,0.3765916646402967,0.44653978354530444
Test003,70,070.tif,0.2641343474388122,199.82223510742188,0.4583518803119659,0.0487448143814487,0.2339776754379272,0.4816002620966793,0.4910246729850769,0,0.3920477414696859,0.4547345059085812
Test003,71,071.tif,0.2529329061508178,219.3470458984375,0.4154566824436188,0.0470162748643761,0.2558915019035339,0.4239437121563011,0.4775178432464599,0,0.33774640616791973,0.3980845203597867
Test003,72,072.tif,0.2483280748128891,191.45782470703125,0.4172006547451019,0.0468301244548452,0.2186091542243957,0.4098183441364551,0.4572896361351013,0,0.35088291067847566,0.3921377140990613
Test003,73,073.tif,0.2414727061986923,218.45947265625,0.4093437194824219,0.0487448143814487,0.0946894884109497,0.3692730908825644,0.4322306215763092,0,0.39328060577230095,0.37647534534948535
Test003,74,074.tif,0.2374433428049087,213.69825744628903,0.4498210549354553,0.0437985320710562,0.1029925942420959,0.3738191654568833,0.411690890789032,0,0.4013582473026137,0.3820808900106024
Test003,75,075.tif,0.2500881254673004,205.8176727294922,0.4479900896549225,0.0451281778534198,0.1000191569328308,0.3830398323392012,0.3919788002967834,0,0.40704853512651595,0.3902424431753956
Test003,76,076.tif,0.2758149802684784,222.7927703857422,0.4582200646400451,0.046324859057547,0.1356164813041687,0.4186547974720333,0.3909210562705993,0,0.41047509391075887,0.41620088640365094
Test003,77,077.tif,0.2688087522983551,200.5109100341797,0.4595081210136413,0.0483193277310924,0.2809937596321106,0.4970115012391434,0.4083596765995025,0,0.37615800385089726,0.46075545202266954
Test003,78,078.tif,0.2452242821455001,200.47071838378903,0.399972528219223,0.0471758323582597,0.3403840661048889,0.4407475271115236,0.4226545691490173,0,0.29413307011242484,0.39676319001179394
Test003,79,079.tif,0.2329464107751846,195.306640625,0.4008281826972961,0.0457930007446016,0.299074113368988,0.4123732599193348,0.4303653836250305,0,0.30205529650459506,0.3792778708949129
Test003,80,080.tif,0.394059419631958,199.3518829345703,0.4818470776081085,0.1281246675885544,0.5055246949195862,0.7527623474597931,0.504309892654419,0,0.641465158626839,0.7193731908099068
Test003,81,081.tif,0.4523118436336517,215.4290771484375,0.5680270195007324,0.0492766726943942,0.5828240513801575,0.639192579037947,0.5484174489974976,0,0.41878694429802354,0.5730708886159699
Test003,82,082.tif,0.2586872279644012,203.78732299804688,0.4167967736721039,0.047494947346027,0.303648829460144,0.4486300124933619,0.5387411713600159,0,0.32524449855192905,0.411614358310932
Test003,83,083.tif,0.2563812732696533,197.9213104248047,0.4262262880802154,0.0469630890330815,0.2964239120483398,0.4509511569901304,0.5407818555831909,0,0.3337982759742947,0.41580529268537963
Test003,84,084.tif,0.2294837683439254,200.4631805419922,0.3844875395298004,0.0452877353473034,0.2872800230979919,0.3856466323549637,0.5354365110397339,0,0.28719344153520376,0.3561106751090357
Test003,85,085.tif,0.2126896381378173,202.76307678222656,0.3506264686584472,0.0477342835868524,0.1722978353500366,0.3249003041568895,0.4498641490936279,0,0.3086176869527043,0.3200155189956339
Test003,86,086.tif,0.2367099821567535,205.2815093994141,0.4029510617256164,0.0474417615147324,0.2290142774581909,0.4035852024329233,0.4027426838874817,0,0.33740511476618873,0.38373117613290286
Test003,87,087.tif,0.2655465006828308,200.6679534912109,0.4459174275398254,0.0480799914902669,0.1986220479011535,0.4464703426936063,0.402310699224472,0,0.3891318265156145,0.4292687878402087
Test003,88,088.tif,0.2432737052440643,212.4165802001953,0.3929245769977569,0.0476279119242633,0.3169811964035034,0.4282157003841078,0.3977636694908142,0,0.29809225643325976,0.38917866719885336
Test003,89,089.tif,0.2427395582199096,187.4078521728516,0.3688705563545227,0.0422827358791617,0.484429657459259,0.410070100690948,0.4026483595371246,0,0.17446341106362984,0.33938809380275253
Test003,90,090.tif,0.2488235980272293,205.63278198242188,0.3922841250896454,0.0442240187214126,0.4167900681495666,0.4305676971022539,0.4237818121910095,0,0.24031322645972675,0.3734913559094957
Test003,91,091.tif,0.2664023339748382,214.72103881835935,0.4371683299541473,0.0486650356345069,0.3492774367332458,0.5022202592159429,0.4435088038444519,1,0.33513773370166966,0.4520955015616609
Test003,92,092.tif,0.2526691555976867,219.19845581054688,0.3977402746677398,0.0454472928411871,0.2823629379272461,0.3995187889072709,0.4341185092926025,1,0.30304881289220853,0.37057779610275215
Test003,93,093.tif,0.2495532184839248,207.236328125,0.3634374141693115,0.0498617168386341,0.4499131441116333,0.4691737764903204,0.4423101544380188,1,0.23064673888511655,0.3976156652087592
Test003,94,094.tif,0.2568313181400299,210.95675659179688,0.3816715180873871,0.048478885224976,0.3782843947410583,0.4478078122680299,0.4498577117919922,1,0.26913213527761304,0.39420510917090484
Test003,95,095.tif,0.2712946832180023,168.05906677246094,0.4785880744457245,0.0486650356345069,0.4537248015403747,0.5792537715795552,0.479594886302948,1,0.3385001519911254,0.5070276857030263
Test003,96,096.tif,0.2696646749973297,234.4194183349609,0.4674325585365295,0.049941495585576,0.3102701306343078,0.5363158042806846,0.4864140152931213,1,0.3818521691271155,0.4899767137346138
Test003,97,097.tif,0.2432276606559753,224.14205932617188,0.387751430273056,0.0497553451760451,0.3480915427207947,0.4553258687324614,0.497575432062149,1,0.2937110722126629,0.4068414297765218
Test003,98,098.tif,0.2375534176826477,228.48162841796875,0.3741921782493591,0.0545952558238485,0.3056145310401916,0.4658815511228955,0.4969169497489929,1,0.32222911649681996,0.4227858207350728
Test003,99,099.tif,0.230694368481636,178.94760131835938,0.3344912230968475,0.0557919370279757,0.3419516682624817,0.4404191804525694,0.4954392313957214,1,0.27666478277920237,0.3912928611505593
Test003,100,100.tif,0.2468178123235702,212.72879028320312,0.3674056231975555,0.0566960961599829,0.4103179574012756,0.5248227945175005,0.4845530390739441,1,0.29008558736048384,0.4544016323703955
Test003,101,101.tif,0.2697348892688751,171.344482421875,0.3540796637535095,0.0585310073396447,0.4833926558494568,0.5595485697511243,0.4891995787620544,1,0.259989895231311,0.46968096739518034
Test003,102,102.tif,0.2614513039588928,236.72933959960935,0.3881941437721252,0.0617487501329645,0.3515405058860779,0.5603199522573454,0.5101984143257141,1,0.357470035455396,0.4994649772167606
Test003,103,103.tif,0.2381001412868499,206.84014892578125,0.3543100953102112,0.0625199446867354,0.3549345731735229,0.5128866392616025,0.519599437713623,1,0.3289649554255647,0.45771013411079114
Test003,104,104.tif,0.245780810713768,219.26866149902344,0.3768869340419769,0.0599670247845973,0.3888880610466003,0.5599723725750818,0.5435100793838501,1,0.3250140390078122,0.4894848725049009
Test003,105,105.tif,0.2539888024330139,190.12843322753903,0.4228542149066925,0.0585576002552919,0.5107249021530151,0.6698691649624139,0.5725193619728088,1,0.31914814874491926,0.5646528600971654
Test003,106,106.tif,0.2786615192890167,219.8855438232422,0.4586551785469055,0.0609243697478991,0.4617735743522644,0.7176018185625919,0.6041299700737,1,0.3805147756999603,0.6164757057038023
Test003,107,107.tif,0.2672485411167145,193.57904052734372,0.4236495792865753,0.0619083076268482,0.3811511993408203,0.6265340861913604,0.6173728108406067,1,0.3803035363511519,0.5526649212392978
Test003,108,108.tif,0.2492900192737579,228.219970703125,0.3974586129188537,0.0603659185193064,0.2425527572631836,0.5192591416224839,0.6186473369598389,1,0.3935282744687584,0.48153988147636617
Test003,109,109.tif,0.2589000463485718,191.94322204589844,0.4173171520233154,0.06257313051803,0.2892006635665893,0.5713770835164773,0.6209282875061035,1,0.40660932700538543,0.5219467565631497
Test003,110,110.tif,0.2434873580932617,216.81817626953125,0.4048223197460174,0.0618285288799063,0.2411328554153442,0.5292262344814698,0.592799723148346,1,0.4071976049244084,0.49261764561435134
Test003,111,111.tif,0.267007440328598,191.97882080078125,0.4391782879829407,0.0636368471439208,0.3958079814910888,0.6563784066122236,0.5805549621582031,1,0.39755090096303725,0.5787301549174676
Test003,112,112.tif,0.2823565304279327,202.8838348388672,0.4805122315883636,0.0659770237208807,0.5102353096008301,0.755117654800415,0.6062716841697693,1,0.4086113479566055,0.6511657627472721
Test003,113,113.tif,0.2839077711105346,199.0530242919922,0.4601787030696869,0.0653387937453462,0.5055004954338074,0.7416743211545842,0.6507547497749329,1,0.3897612507918057,0.6361004000457506
Test003,114,114.tif,0.2773352861404419,207.7750701904297,0.4711926579475403,0.0670407403467716,0.4923769235610962,0.7461884617805481,0.685716986656189,1,0.4112470177787705,0.6457060285800148
Test003,115,115.tif,0.2595054805278778,163.95314025878906,0.4099248349666595,0.065126050420168,0.5826387405395508,0.7073775946737766,0.7213472723960876,1,0.3597552573996201,0.6030908934915297
Test003,116,116.tif,0.2527692019939422,231.516357421875,0.428099513053894,0.0691947665142006,0.5525548458099365,0.7186881132927843,0.7338092923164368,1,0.38655355611205444,0.6190477461385653
Test003,117,117.tif,0.2399352639913559,200.73324584960935,0.3668852746486664,0.0669343686841825,0.6317557096481323,0.6695306520840838,0.7166918516159058,1,0.3460329436847891,0.5724813395642954
Test003,118,118.tif,0.2574413418769836,194.09083557128903,0.3736437559127807,0.069141580682906,0.467978835105896,0.5974417087440257,0.6878452897071838,1,0.3438047323604906,0.5213506158289651
Test003,119,119.tif,0.2530496120452881,204.58648681640625,0.3799906373023987,0.0657376874800553,0.3623225092887878,0.5538162384565141,0.6493708491325378,1,0.36688018756141205,0.4977354231879835
Test003,120,120.tif,0.2601251602172851,214.7439117431641,0.3949983716011047,0.0624135730241463,0.388674259185791,0.5887526533002762,0.6256459355354309,1,0.3548485493144229,0.5185814221045202
Test003,121,121.tif,0.268052339553833,208.2014617919922,0.4227265417575836,0.0624933517710881,0.4068861603736877,0.6380632037960667,0.6095208525657654,1,0.37420772347211095,0.5589065596988799
Test003,122,122.tif,0.2861616015434265,221.99212646484372,0.4747844934463501,0.0609509626635464,0.456526517868042,0.728263258934021,0.6212674379348755,1,0.3962099760803952,0.6286472740779332
Test003,123,123.tif,0.2911211252212524,203.28805541992188,0.4681002199649811,0.0638229975534517,0.4626984000205993,0.7313492000102997,0.6480489373207092,1,0.40241999441755083,0.6326704383324749
Test003,124,124.tif,0.27591273188591,205.2848358154297,0.4221824705600738,0.0649133070949899,0.5948168039321899,0.7312396468036372,0.6835335493087769,1,0.3735802366389901,0.6239418237542431
Test003,125,125.tif,0.2816624939441681,196.13699340820312,0.4166329205036163,0.0639559621316881,0.5836604833602905,0.7176148884769225,0.7093061208724976,1,0.3601711946499184,0.6103817803288212
Test003,126,126.tif,0.2742410600185394,210.69866943359372,0.4084905087947845,0.0640623337942772,0.5849705934524536,0.7064638126769278,0.7229861617088318,1,0.3537572415569613,0.6006518413409379
Test003,127,127.tif,0.2681650519371032,212.9714813232422,0.4246032834053039,0.0632379534092117,0.5076354742050171,0.6911590517113506,0.7155653238296509,1,0.34676898169628834,0.5878420307068319
Test003,128,128.tif,0.2813003063201904,215.2392578125,0.4433648586273193,0.0631315817466227,0.5405714511871338,0.7348304806412365,0.7162615656852722,1,0.3659824981652269,0.6241760858984335
Test003,129,129.tif,0.2945326566696167,213.55255126953125,0.4639554023742676,0.062972024252739,0.6159122586250305,0.8023562469187561,0.7304848432540894,1,0.4066591523828924,0.6836471185579969
Test003,130,130.tif,0.2891237735748291,207.94900512695312,0.4347525537014007,0.0640091479629826,0.5849321484565735,0.7445233743943251,0.7358666062355042,1,0.37699854101528985,0.6342659243806146
Test003,131,131.tif,0.2924242615699768,199.8423767089844,0.4618430137634277,0.0675991915753643,0.6005510091781616,0.7916127536952817,0.7528964281082153,1,0.421948495934379,0.6807134763670109
Test003,132,132.tif,0.285416841506958,214.73704528808597,0.4555826187133789,0.0689554302733751,0.6012364029884338,0.7828781592828054,0.7712401747703552,1,0.42330010237885196,0.6750047422116192
Test003,133,133.tif,0.3005406260490417,203.43490600585935,0.4882314205169678,0.072465695138815,0.4848516583442688,0.7424258291721344,0.7727592587471008,1,0.4517133963131451,0.6552120993144376
Test003,134,134.tif,0.3109592199325561,208.46673583984372,0.4755091369152069,0.0704712264652696,0.5465956926345825,0.7732978463172913,0.7669475674629211,1,0.4303472202733166,0.6704126585040988
Test003,135,135.tif,0.2865319848060608,201.99888610839844,0.409873366355896,0.0706307839591532,0.5802323818206787,0.7060997881430712,0.7592628598213196,1,0.386483979834759,0.6102150456505775
Test003,136,136.tif,0.2943986356258392,213.59523010253903,0.4058074653148651,0.0730773321987022,0.5608177185058594,0.6904970828034953,0.7390397787094116,1,0.38885208316131903,0.6000035829108423
Test003,137,137.tif,0.2964957058429718,213.46446228027344,0.4463258385658264,0.0738485267524731,0.5161294341087341,0.7269027598694315,0.7278446555137634,1,0.41541571928189913,0.6334566476931718
Test003,138,138.tif,0.29397714138031,197.4598693847656,0.4333831369876861,0.0685831294543133,0.4852453470230102,0.6926943810198568,0.7178983688354492,1,0.38880390946967647,0.6015272395548027
Test003,139,139.tif,0.3079249262809753,212.47561645507807,0.4648017585277557,0.0689288373577279,0.3654476404190063,0.6783511161810463,0.6989090442657471,1,0.45156745655634056,0.6103160182936345
Test003,140,140.tif,0.296004444360733,221.94351196289065,0.4395206868648529,0.0689288373577279,0.3768031001091003,0.647372428903692,0.6871635913848877,1,0.4283336893755877,0.5816608070452606
Test003,141,141.tif,0.2890292108058929,223.0625,0.4178225994110107,0.066987554515477,0.4271407723426819,0.6410800138887318,0.6772801280021667,1,0.3857413712125859,0.564478421085888
Test003,142,142.tif,0.3025678992271423,200.880126953125,0.4854153394699096,0.0669609615998298,0.3927872776985168,0.6963936388492584,0.6711782217025757,1,0.4512438364856671,0.6228486981401811
Test003,143,143.tif,0.2818481922149658,199.5211181640625,0.4490423798561096,0.0634506967343899,0.4019461870193481,0.6737499990436386,0.6673893928527832,1,0.4031275020362515,0.5925632499414224
Test003,144,144.tif,0.2740785777568817,201.00189208984372,0.4205530285835266,0.0641952983725135,0.4229737520217895,0.6429555032519404,0.6603103280067444,1,0.37564224816972835,0.5627615267272768
Test003,145,145.tif,0.2830186486244201,201.20933532714844,0.4202653169631958,0.0658440591426443,0.5168890953063965,0.6894960059820066,0.6687350273132324,1,0.3532375457083585,0.5886184678999121
Test003,146,146.tif,0.2833190560340881,217.3359832763672,0.4013855457305908,0.0674928199127752,0.5686304569244385,0.6879918674516476,0.6781173944473267,1,0.35955025667885476,0.5894593842198097
Test003,147,147.tif,0.3065625429153442,193.51638793945312,0.4494003057479858,0.072465695138815,0.5959102511405945,0.7712510075529846,0.6930888891220093,1,0.43277985713691636,0.6697096624281641
Test003,148,148.tif,0.2844200432300567,231.5469665527344,0.4119028449058532,0.0736357834272949,0.6054300665855408,0.7216412831653967,0.7026671171188354,1,0.4103851975137476,0.6282644574699019
Test003,149,149.tif,0.2849293351173401,211.4697723388672,0.4265893995761871,0.0736357834272949,0.5557379722595215,0.7180900798786727,0.7176940441131592,1,0.40762346966727625,0.6249500968152537
Test003,150,150.tif,0.2884928286075592,237.33786010742188,0.4206173419952392,0.075311137113073,0.3627856969833374,0.6129547272877804,0.7023857831954956,1,0.4460249586297744,0.5628757966903786
